,Unnamed: 0,question,answer,context,mostUse,Newquestion,Question_Generate,Answer_Generate
707,707,What new idea did Beyonce and her mother launch in 2009?,Sasha Fierce for Deréon,beyoncé teamed house brands shoe company produce range footwear house **deréon** january starwave mobile launched beyoncé fashion diva high style mobile game social networking component featuring house **deréon** collection july beyoncé mother launched junior apparel label sasha fierce **deréon** back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch **deréon** beyoncé stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('deréon', 4)","('Beyonce mother launched junior apparel label sasha fierce what?', 'deréon [TGT] january starwave mobile launched beyoncé fashion diva high style mobile game social networking component featuring house [TGT] deréon [TGT] collection july beyoncé mother launched junior apparel label sasha fierce [TGT] deréon [TGT] back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch [TGT] deréon', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Beyonce mother launched junior apparel label sasha fierce what?,deréon  january starwave mobile launched beyoncé fashion diva high style mobile game social networking component featuring house  deréon  collection july beyoncé mother launched junior apparel label sasha fierce  deréon  back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch  deréon
708,708,When did Beyonce partner with C&A to sell fashion in Brazil?,"May 27, 2010",**beyoncé** teamed house brands shoe company produce range footwear house deréon january starwave mobile launched **beyoncé** fashion diva high style mobile game social networking component featuring house deréon collection july **beyoncé** mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds **beyoncé** teamed clothing store launch deréon **beyoncé** stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('beyoncé', 5)","('What did beyoncé mother launch junior apparel label?', 'beyoncé [TGT] teamed house brands shoe company produce range footwear house deréon january starwave mobile launched [TGT] beyoncé [TGT] fashion diva high style mobile game social networking component featuring house deréon collection july [TGT] beyoncé [TGT] mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds [TGT] beyoncé [TGT] teamed clothing store launch deréon [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé mother launch junior apparel label?,beyoncé  teamed house brands shoe company produce range footwear house deréon january starwave mobile launched  beyoncé  fashion diva high style mobile game social networking component featuring house deréon collection july  beyoncé  mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds  beyoncé  teamed clothing store launch deréon  beyoncé
709,709,What company did Beyoncé get together with in 2005 to add shoes to her fashions?,House of Brands,beyoncé teamed house brands shoe company produce range footwear house deréon january starwave mobile launched beyoncé fashion diva high style mobile game social networking component featuring house deréon collection july beyoncé mother launched junior apparel label sasha fierce deréon back school selling collection **included** sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection **included** tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('included', 2)","('What is the name of the sasha fierce dereon collection?', 'included [TGT] sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection [TGT] included', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What is the name of the sasha fierce dereon collection?,included  sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection  included
710,710,What was the name of the game put out by Starwave Mobile in 2008 that featured Beyoncé fashions?,Beyoncé Fashion Diva,beyoncé teamed house brands shoe company produce range footwear house deréon january starwave **mobile** launched beyoncé fashion diva high style **mobile** game social networking component featuring house deréon collection july beyoncé mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('mobile', 2)","('What did beyoncé fashion diva high style launch?', 'mobile [TGT] launched beyoncé fashion diva high style [TGT] mobile', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé fashion diva high style launch?,mobile  launched beyoncé fashion diva high style  mobile
711,711,What was the name of the junior fashions launched in 2009 by Beyoncé and her mother?,Sasha Fierce for Deréon,beyoncé teamed house brands shoe company produce range footwear house deréon january starwave **mobile** launched beyoncé fashion diva high style **mobile** game social networking component featuring house deréon collection july beyoncé mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('mobile', 2)","('What did beyoncé fashion diva high style launch?', 'mobile [TGT] launched beyoncé fashion diva high style [TGT] mobile', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé fashion diva high style launch?,mobile  launched beyoncé fashion diva high style  mobile
712,712,Who did Beyoncé team up with in 2010 to get her fashions into Brazil?,C&A,beyoncé teamed house brands shoe company produce range footwear house deréon january starwave **mobile** launched beyoncé fashion diva high style **mobile** game social networking component featuring house deréon collection july beyoncé mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds beyoncé teamed clothing store launch deréon beyoncé stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('mobile', 2)","('What did beyoncé fashion diva high style launch?', 'mobile [TGT] launched beyoncé fashion diva high style [TGT] mobile', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé fashion diva high style launch?,mobile  launched beyoncé fashion diva high style  mobile
713,713,Sasha Fierce for Deréon fashions were sold at stores that included Macy's and what other store?,Dillard's,**beyoncé** teamed house brands shoe company produce range footwear house deréon january starwave mobile launched **beyoncé** fashion diva high style mobile game social networking component featuring house deréon collection july **beyoncé** mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds **beyoncé** teamed clothing store launch deréon **beyoncé** stores brazil collection included tailored blazers padded shoulders little black dresses embroidered tops shirts bandage dresses,"('beyoncé', 5)","('What did beyoncé mother launch junior apparel label?', 'beyoncé [TGT] teamed house brands shoe company produce range footwear house deréon january starwave mobile launched [TGT] beyoncé [TGT] fashion diva high style mobile game social networking component featuring house deréon collection july [TGT] beyoncé [TGT] mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds [TGT] beyoncé [TGT] teamed clothing store launch deréon [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé mother launch junior apparel label?,beyoncé  teamed house brands shoe company produce range footwear house deréon january starwave mobile launched  beyoncé  fashion diva high style mobile game social networking component featuring house deréon collection july  beyoncé  mother launched junior apparel label sasha fierce deréon back school selling collection included sportswear outerwear handbags footwear eyewear lingerie jewelry available department stores including macy dillard specialty stores jimmy jazz odds  beyoncé  teamed clothing store launch deréon  beyoncé
714,714,"Beyonce, during October 2014, partnered with whom to produce an outdoor line of clothing?",Topshop,october beyoncé signed deal launch activewear **line** clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn **line** launch april,"('line', 2)","('Beyonce signed a deal to launch what type of clothing?', 'line [TGT] clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn [TGT] line', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Beyonce signed a deal to launch what type of clothing?,line  clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn  line
715,715,Beyonce and Topshops first products were to be sold in stores when?,autumn 2015,october **beyoncé** signed deal launch activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('beyoncé', 1)","('Who signed a deal with topshop in october?', 'beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who signed a deal with topshop in october?,beyoncé
716,716,What is the new business called?,Parkwood Topshop Athletic Ltd,october beyoncé signed deal launch activewear line clothing british fashion retailer **topshop** venture called parkwood **topshop** athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('topshop', 2)","('What is the name of the british fashion retailer?', 'topshop [TGT] venture called parkwood [TGT] topshop', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What is the name of the british fashion retailer?,topshop  venture called parkwood  topshop
717,717,What is Beyonce's percentage of ownership in the new venture?,50,october beyoncé **signed** deal launch activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('signed', 1)","(""Beyonce's deal with topshop was what?"", 'signed', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Beyonce's deal with topshop was what?,signed
718,718,When will the full line appear?,April 2016,october beyoncé **signed** deal launch activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('signed', 1)","(""Beyonce's deal with topshop was what?"", 'signed', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Beyonce's deal with topshop was what?,signed
719,719,What company did Beyoncé contract with to sell clothing in England?,Topshop,october beyoncé signed deal launch **activewear** line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('activewear', 1)","('Beyonce signed a deal to launch what line of clothing?', 'activewear', ['Ao Dai', 'Costume', 'Disguise', 'Ecclesiastical Attire', 'Finery', 'Formalwear', 'Habit', 'Hairpiece', 'Morning Dress', 'Outfit', 'Sportswear'], 'attire worn for sport or for casual wear')",Beyonce signed a deal to launch what line of clothing?,activewear
720,720,What is the name of the equal partnership's fashion line between Beyoncé and the British company to come out in 2016?,Parkwood Topshop Athletic Ltd,october beyoncé signed deal **launch** activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled **launch** first dance fitness sports ranges autumn line **launch** april,"('launch', 3)","('What did beyoncé sign a deal with?', 'launch [TGT] activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled [TGT] launch [TGT] first dance fitness sports ranges autumn line [TGT] launch', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé sign a deal with?,launch  activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled  launch  first dance fitness sports ranges autumn line  launch
721,721,What type of clothing does the British partnership with Beyoncé sell?,activewear,october beyoncé signed **deal** launch activewear line clothing british fashion retailer topshop venture called parkwood topshop athletic scheduled launch first dance fitness sports ranges autumn line launch april,"('deal', 1)","('What did beyoncé sign to launch her clothing line?', 'deal', ['Affairs', 'Borrowing', 'Commerce', 'Downtick', 'Exchange', 'Operations', 'Rental', 'Transfer', 'Uptick'], 'a particular instance of buying or selling')",What did beyoncé sign to launch her clothing line?,deal
722,722,What national disaster caused Beyonce to create the Survivor Foundation?,Hurricane Katrina,hurricane katrina beyoncé rowland founded survivor foundation **provide** transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also **provide**d relief following hurricane three years later,"('provide', 1)","('What did the foundation do after hurricane katrina?', 'provide [TGT] transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also [TGT] provide', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did the foundation do after hurricane katrina?,provide  transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also  provide
723,723,"How much cash did Beyonce put into the venture, the Survivor Foundation at startup?","250,000",hurricane katrina beyoncé rowland founded survivor foundation provide transitional **housing** victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('housing', 1)","('What did the survivor foundation provide for hurricane Katrina victims?', 'housing', ['Airdock', 'Altar', 'Arcade', 'Arch', 'Area', 'Balance', 'Balcony', 'Bascule', 'Boarding', 'Body', 'Bridge', 'Building', 'Building Complex', 'Catchment', 'Coil', 'Colonnade', 'Column', 'Corner', 'Cross', 'Deathtrap', 'Defensive Structure', 'Door', 'Entablature', 'Erection', 'Establishment', 'False Bottom', 'Floor', 'Fountain', 'Guide', 'Honeycomb', 'House Of Cards', 'Hull', 'Jungle Gym', 'Lamination', 'Landing', 'Lookout', 'Masonry', 'Memorial', 'Mound', 'Obstruction', 'Partition', 'Platform', 'Porch', 'Post And Lintel', 'Prefab', 'Projection', 'Public Works', 'Sail', 'Set-back', 'Shelter', 'Shoebox', 'Signboard', 'Stadium', 'Superstructure', 'Supporting Structure', 'Tower', 'Transept', 'Trestlework', 'Vaulting', 'Ways', 'Wellhead', 'Wind Tunnel'], 'structures collectively in which people are housed')",What did the survivor foundation provide for hurricane Katrina victims?,housing
724,724,What hurricane years later after Katrina did the organization provide support for?,Ike,hurricane katrina beyoncé rowland founded survivor foundation **provide** transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also **provide**d relief following hurricane three years later,"('provide', 1)","('What did the foundation do after hurricane katrina?', 'provide [TGT] transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also [TGT] provide', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did the foundation do after hurricane katrina?,provide  transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also  provide
725,725,What did Beyonce and Rowland found in 2005?,the Survivor Foundation,hurricane katrina beyoncé **rowland** founded survivor foundation provide transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('rowland', 1)","('Who founded the survivor foundation?', 'rowland', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who founded the survivor foundation?,rowland
726,726,How much did Beyonce initially contribute to the foundation?,"$250,000",hurricane **katrina** beyoncé rowland founded survivor foundation provide transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('katrina', 1)","('What hurricane did beyoncé rowland help with?', 'katrina', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What hurricane did beyoncé rowland help with?,katrina
727,727,How has this foundation changed in recent years?,expanded to work with other charities,hurricane katrina beyoncé rowland founded survivor foundation provide **transitional** housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('transitional', 1)","('What type of housing did the survivor foundation provide?', 'transitional', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What type of housing did the survivor foundation provide?,transitional
728,728,What foundation did Beyoncé start after Hurricane Katrina?,Survivor Foundation,**hurricane** katrina beyoncé rowland founded survivor foundation provide transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following **hurricane** three years later,"('hurricane', 2)","('What was the name of the hurricane that katrina beyonce founded a survivor foundation?', 'hurricane [TGT] katrina beyoncé rowland founded survivor foundation provide transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following [TGT] hurricane', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What was the name of the hurricane that katrina beyonce founded a survivor foundation?,hurricane  katrina beyoncé rowland founded survivor foundation provide transitional housing victims houston area beyoncé contributed initial foundation since expanded work charities city also provided relief following  hurricane
729,729,How much money did Beyoncé contribute at the beginning of her Hurricane Katrina foundation?,"$250,000.",hurricane katrina **beyoncé** rowland founded survivor foundation provide transitional housing victims houston area **beyoncé** contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('beyoncé', 2)","('Who founded the survivor foundation?', 'beyoncé [TGT] rowland founded survivor foundation provide transitional housing victims houston area [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who founded the survivor foundation?,beyoncé  rowland founded survivor foundation provide transitional housing victims houston area  beyoncé
730,730,What other hurricane did Beyoncé's foundation help with?,Hurricane Ike,hurricane katrina **beyoncé** rowland founded survivor foundation provide transitional housing victims houston area **beyoncé** contributed initial foundation since expanded work charities city also provided relief following hurricane three years later,"('beyoncé', 2)","('Who founded the survivor foundation?', 'beyoncé [TGT] rowland founded survivor foundation provide transitional housing victims houston area [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who founded the survivor foundation?,beyoncé  rowland founded survivor foundation provide transitional housing victims houston area  beyoncé
731,731,Who did Beyonce participate with in the Hope for Haiti Now: A Global Benefit?,George Clooney and Wyclef Jean,beyoncé participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march beyoncé mother tina opened beyoncé **cosmetology** center brooklyn phoenix house offering seven month **cosmetology** training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('cosmetology', 2)","('What did beyoncé mother tina open?', 'cosmetology [TGT] center brooklyn phoenix house offering seven month [TGT] cosmetology', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé mother tina open?,cosmetology  center brooklyn phoenix house offering seven month  cosmetology
732,732,Beyonce opened a cosmetology center in what location?,Brooklyn Phoenix House,**beyoncé** participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march **beyoncé** mother tina opened **beyoncé** cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april **beyoncé** joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden **beyoncé** released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('beyoncé', 5)","('Who participated in the earthquake relief telethon?', 'beyoncé [TGT] participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march [TGT] beyoncé [TGT] mother tina opened [TGT] beyoncé [TGT] cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april [TGT] beyoncé [TGT] joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who participated in the earthquake relief telethon?,beyoncé  participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march  beyoncé  mother tina opened  beyoncé  cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april  beyoncé  joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden  beyoncé
733,733,"After Osama Bin Laden's death, what single did Beyonce cover?",God Bless the USA,beyoncé participated george clooney wyclef jean hope **haiti** global benefit earthquake relief telethon named official face limited edition cfda fashion **haiti** shirt made theory raised total million march beyoncé mother tina opened beyoncé cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('haiti', 2)","('What event did beyoncé participate in?', 'haiti [TGT] global benefit earthquake relief telethon named official face limited edition cfda fashion [TGT] haiti', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What event did beyoncé participate in?,haiti  global benefit earthquake relief telethon named official face limited edition cfda fashion  haiti
734,734,How much did the T-shirt with Beyonce's image on it make? ,$1 million,beyoncé participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march beyoncé mother tina opened beyoncé **cosmetology** center brooklyn phoenix house offering seven month **cosmetology** training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('cosmetology', 2)","('What did beyoncé mother tina open?', 'cosmetology [TGT] center brooklyn phoenix house offering seven month [TGT] cosmetology', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé mother tina open?,cosmetology  center brooklyn phoenix house offering seven month  cosmetology
735,735,"What enterprise did Beyonce and her mother start on March 5, 2010?",Beyoncé Cosmetology Center at the Brooklyn Phoenix House,beyoncé participated **george** clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march beyoncé mother tina opened beyoncé cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('george', 1)","('Who did beyoncé participate in the earthquake relief telethon?', 'george', [], 'King of Great Britain and Ireland and emperor of India from 1936 to 1947; he succeeded Edward VIII (1895-1952)')",Who did beyoncé participate in the earthquake relief telethon?,george
736,736,"What charity benefited from  the release of the song, God Bless the USA?",New York Police and Fire Widows' and Children's Benefit Fund,beyoncé participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march beyoncé mother tina opened beyoncé **cosmetology** center brooklyn phoenix house offering seven month **cosmetology** training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('cosmetology', 2)","('What did beyoncé mother tina open?', 'cosmetology [TGT] center brooklyn phoenix house offering seven month [TGT] cosmetology', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé mother tina open?,cosmetology  center brooklyn phoenix house offering seven month  cosmetology
737,737,What did she participate in with George Clooney?,Hope for Haiti Now: A Global Benefit,beyoncé participated george clooney wyclef jean hope **haiti** global benefit earthquake relief telethon named official face limited edition cfda fashion **haiti** shirt made theory raised total million march beyoncé mother tina opened beyoncé cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('haiti', 2)","('What event did beyoncé participate in?', 'haiti [TGT] global benefit earthquake relief telethon named official face limited edition cfda fashion [TGT] haiti', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What event did beyoncé participate in?,haiti  global benefit earthquake relief telethon named official face limited edition cfda fashion  haiti
738,738,Which two stars did Beyoncé help with their Haiti Earthquake organization?,George Clooney and Wyclef Jean,beyoncé participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march beyoncé mother tina opened beyoncé cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation **help** boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single **help** raise funds york police fire widows children benefit fund,"('help', 2)","('What did beyoncé release cover greenwood song bless charity single?', 'help [TGT] boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single [TGT] help', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé release cover greenwood song bless charity single?,help  boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single  help
739,739,What did Beyoncé open at the Brooklyn Phoenix House in 2010?,Beyoncé Cosmetology Center,beyoncé participated george clooney wyclef jean hope **haiti** global benefit earthquake relief telethon named official face limited edition cfda fashion **haiti** shirt made theory raised total million march beyoncé mother tina opened beyoncé cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april beyoncé joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden beyoncé released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('haiti', 2)","('What event did beyoncé participate in?', 'haiti [TGT] global benefit earthquake relief telethon named official face limited edition cfda fashion [TGT] haiti', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What event did beyoncé participate in?,haiti  global benefit earthquake relief telethon named official face limited edition cfda fashion  haiti
740,740,What Lee Greenwood song did Beyoncé cover after Osama bin Laden was killed?,God Bless the USA,**beyoncé** participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march **beyoncé** mother tina opened **beyoncé** cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april **beyoncé** joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden **beyoncé** released cover greenwood song bless charity single help raise funds york police fire widows children benefit fund,"('beyoncé', 5)","('Who participated in the earthquake relief telethon?', 'beyoncé [TGT] participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march [TGT] beyoncé [TGT] mother tina opened [TGT] beyoncé [TGT] cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april [TGT] beyoncé [TGT] joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)",Who participated in the earthquake relief telethon?,beyoncé  participated george clooney wyclef jean hope haiti global benefit earthquake relief telethon named official face limited edition cfda fashion haiti shirt made theory raised total million march  beyoncé  mother tina opened  beyoncé  cosmetology center brooklyn phoenix house offering seven month cosmetology training course women april  beyoncé  joined forces first lady michelle obama national association broadcasters education foundation help boost latter campaign child obesity reworking single bodied following death osama laden  beyoncé
741,741,"Which national event caused Beyonce to produce ""Demand a Plan?""",Sandy Hook Elementary School shooting,december beyoncé along variety celebrities teamed produced video **campaign** demand plan bipartisan effort group mayors others designed influence federal government rethinking control laws following sandy hook elementary school shooting beyoncé became ambassador world humanitarian **campaign** donating song music video shot **campaign** announced beyoncé would work salma hayek frida giannini gucci chime change **campaign** aims spread female empowerment **campaign** aired february music concert cause took place june london included acts like ellie goulding florence machine rita advance concert appeared **campaign** video released along cameron diaz john legend kylie minogue described inspiration mothers number artists celebrated personal inspiration women leading call submission photos women viewers inspiration selection shown concert beyoncé said mother tina knowles gift finding best qualities every human help crowdfunding platform catapult visitors concert could choose several projects promoting education women girls beyoncé also taking part miss meal food donation **campaign** supporting goodwill charity online charity auctions charitybuzz support creation throughout europe,"('campaign', 7)","('What did beyoncé produce in december?', 'campaign [TGT] demand plan bipartisan effort group mayors others designed influence federal government rethinking control laws following sandy hook elementary school shooting beyoncé became ambassador world humanitarian [TGT] campaign [TGT] donating song music video shot [TGT] campaign [TGT] announced beyoncé would work salma hayek frida giannini gucci chime change [TGT] campaign [TGT] aims spread female empowerment [TGT] campaign [TGT] aired february music concert cause took place june london included acts like ellie goulding florence machine rita advance concert appeared [TGT] campaign [TGT] video released along cameron diaz john legend kylie minogue described inspiration mothers number artists celebrated personal inspiration women leading call submission photos women viewers inspiration selection shown concert beyoncé said mother tina knowles gift finding best qualities every human help crowdfunding platform catapult visitors concert could choose several projects promoting education women girls beyoncé also taking part miss meal food donation [TGT] campaign', ['Word not found in Wordnet. So unable to extract distractors.'], None)",What did beyoncé produce in december?,campaign  demand plan bipartisan effort group mayors others designed influence federal government rethinking control laws following sandy hook elementary school shooting beyoncé became ambassador world humanitarian  campaign  donating song music video shot  campaign  announced beyoncé would work salma hayek frida giannini gucci chime change  campaign  aims spread female empowerment  campaign  aired february music concert cause took place june london included acts like ellie goulding florence machine rita advance concert appeared  campaign  video released along cameron diaz john legend kylie minogue described inspiration mothers number artists celebrated personal inspiration women leading call submission photos women viewers inspiration selection shown concert beyoncé said mother tina knowles gift finding best qualities every human help crowdfunding platform catapult visitors concert could choose several projects promoting education women girls beyoncé also taking part miss meal food donation  campaign
