,Unnamed: 0,question,answer,context,mostUse,Newquestion
532,532,Who called her Hottest Female Singer of all Time?,Complex,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
533,533,When did she appear on the cover of GQ?,2013,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
534,534,VH1 listed her at what number on their 100 Sexiest Artists list?,number 1,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
535,535,What year did Beyoncé first model for Tom Ford?,2010,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
536,536,"What magazine said Beyoncé was the ""World's Most Beautiful Woman""?",People,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
537,537,What title did Complex award Beyoncé?,Hottest Female Singer of All Time,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
538,538,What museum has made several models of Beyoncé in wax?,Madame Tussauds Wax Museums,september **beyoncé** made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures **beyoncé** found madame tussauds museums major cities around world including york washington amsterdam bangkok hollywood sydney,"('beyoncé', 2)","('What was the name of the cover that beyoncé modelled for?', 'beyoncé [TGT] made runway modelling debut ford spring summer fashion show named world beautiful woman people hottest female singer time complex january placed cover featuring atop sexiest women century list listed number sexiest artists list several figures [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
539,539,Which parent of Beyonce's help co-write a book?,Her mother,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
540,540,Which African-American woman before Beyonce had posed for SI Swimsuit issue?,Tyra Banks,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
541,541,What was the title of Beyonce's mother's book?,Destiny's Style,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
542,542,When was she on the Sports Illustrated cover?,2007,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
543,543,Who was she the second  African American on the cover after?,Tyra Banks,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
544,544,"Beyoncé was the second African American woman featured as a swimsuit cover on the magazine, who was first?",Tyra Banks,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
545,545,"What magazine said Beyoncé was the ""best-dressed celebrity""?",People,according italian **fashion** designer roberto cavalli beyoncé uses different **fashion** styles work music performing mother wrote book published titled destiny style account **fashion** impact trio success anthology video album showed many instances **fashion** oriented footage depicting classic contemporary wardrobe styles beyoncé featured cover sports illustrated swimsuit issue becoming second african american woman tyra banks people magazine recognized beyoncé best dressed celebrity,"('fashion', 4)","('What type of style did roberto cavalli use?', 'fashion [TGT] designer roberto cavalli beyoncé uses different [TGT] fashion [TGT] styles work music performing mother wrote book published titled destiny style account [TGT] fashion [TGT] impact trio success anthology video album showed many instances [TGT] fashion', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
546,546,Beyonce has a fan base that is referred to as what?,The Bey Hive,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
547,547,"Before the Bey Hive, fans of Beyonce were called what?",The Beyontourage,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
548,548,Which social media company proclaimed Beyonce fans are know as the Bey Hive?,Twitter,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
549,549,What is Beyonce's fan base called?,Bey Hive,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
550,550,What did the fans used to be called?,Beyontourage,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
551,551,What is the latest term used to describe Beyoncé fans?,Bey Hive,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
552,552,What was the former word given to Beyoncé fans?,Beyontourage,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
553,553,"What word does ""Bey Hive"" derive from?",beehive,hive **name** given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage **name** hive derives word beehive purposely misspelled resemble first **name** penned fans petitions online social networking service twitter online news reports competitions,"('name', 3)","('What is the hive name given to beyonce base fans?', 'name [TGT] given beyoncé base fans previously titled beyontourage portmanteau beyoncé entourage [TGT] name [TGT] hive derives word beehive purposely misspelled resemble first [TGT] name', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
554,554,Beyonce has a clothing line known as what?,House of Deréon,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
555,555,Which French magazine did Beyonce show up on the cover of?,L'Officiel,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
556,556,Beyonce was seen wearing what on the french magazine that caused controversy?,blackface and tribal makeup,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
557,557,Which year did PETA spark controversy with Beyonce?,2006,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
558,558,What did PETA criticize Beyonce for in 2006?,for wearing and using fur,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
559,559,What French Magazine cover did the media criticize?,L'Officiel,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
560,560,How was she dressed on the cover of L'Officiel?,in blackface and tribal makeup,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
561,561,What French magazine did Beyoncé appear in wearing blackface and tribal makeup?,L'Officiel,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
562,562,What clothing line of Beyoncé drew PETA criticism?,House of Deréon.,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
563,563,What type of magazine is L'Officiel?,French fashion magazine,animal rights organization people ethical treatment animals peta criticized **beyoncé** wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said **beyoncé** look glamorous sasha fierce return african roots,"('beyoncé', 2)","('What did animal rights organization peta criticize?', 'beyoncé [TGT] wearing using clothing line house deréon appeared cover french fashion magazine officiel blackface tribal makeup drew criticism media statement released spokesperson magazine said [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
564,564,Which racial community gave criticism to Beyonce?,African-American,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
565,565,Which professor from Northeastern University wrote about how race correlates with these criticisms of Beyonce?,Emmett Price,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
566,566,Which company was accused of coloring Beyonce's hair?,L'Oréal,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
567,567,What did Vogue request?,natural pictures be used,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
568,568,How did L'Oreal respond to accusations of changing pictures?,it is categorically untrue,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
569,569,"In addition to her light skin color, what else has made part of the African American community criticize Beyoncé?",costuming,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
570,570,"In 2007, which music professor said he believes this criticism does involve race as well?",Emmett Price,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
571,571,Who was accused of lightening Beyoncé's skin for an advertisement?,L'Oréal,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
572,572,What advertisement was Beyoncé's skin supposedly lightened in?,Feria hair color advertisements,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
573,573,Who did Beyoncé tell in 2013 to only use natural pictures of her rather than retouched images?,H&M,**beyoncé** lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue **beyoncé** criticized proposed retouching promotional images according vogue requested natural pictures used,"('beyoncé', 2)","('Who criticized proposed retouching promotional images according vogue requested natural pictures?', 'beyoncé [TGT] lighter skin color costuming drawn criticism african american community emmett price professor music northeastern university wrote thinks race plays role many criticisms saying white celebrities dress similarly attract many comments oréal accused whitening skin feria hair color advertisements responding categorically untrue [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
574,574,Artist of the Decade was bestowed upon Beyonce from which magazine?,The Guardian,yorker music critic jody rosen described **beyoncé** important compelling popular musician twenty first century result logical point century plus guardian named artist decade llewyn smith wrote **beyoncé** made decade greatest singles crazy love single ladies ring mention hits destiny child decade singles particularly singles regained status favourite medium superannuated rock star arguably greatest live performer past years **beyoncé** made time list luhrmann writing voice moves moves hold audience **beyoncé** album **beyoncé** sings song **beyoncé** anything event broadly influential right heir apparent diva reigning national voice **beyoncé** listed time also featured cover issue,"('beyoncé', 7)","('What did jody rosen call beyoncé?', 'beyoncé [TGT] important compelling popular musician twenty first century result logical point century plus guardian named artist decade llewyn smith wrote [TGT] beyoncé [TGT] made decade greatest singles crazy love single ladies ring mention hits destiny child decade singles particularly singles regained status favourite medium superannuated rock star arguably greatest live performer past years [TGT] beyoncé [TGT] made time list luhrmann writing voice moves moves hold audience [TGT] beyoncé [TGT] album [TGT] beyoncé [TGT] sings song [TGT] beyoncé [TGT] anything event broadly influential right heir apparent diva reigning national voice [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
575,575,Whats the first year that Beyonce appear on the Time 100 list?,2013,yorker music critic jody rosen described **beyoncé** important compelling popular musician twenty first century result logical point century plus guardian named artist decade llewyn smith wrote **beyoncé** made decade greatest singles crazy love single ladies ring mention hits destiny child decade singles particularly singles regained status favourite medium superannuated rock star arguably greatest live performer past years **beyoncé** made time list luhrmann writing voice moves moves hold audience **beyoncé** album **beyoncé** sings song **beyoncé** anything event broadly influential right heir apparent diva reigning national voice **beyoncé** listed time also featured cover issue,"('beyoncé', 7)","('What did jody rosen call beyoncé?', 'beyoncé [TGT] important compelling popular musician twenty first century result logical point century plus guardian named artist decade llewyn smith wrote [TGT] beyoncé [TGT] made decade greatest singles crazy love single ladies ring mention hits destiny child decade singles particularly singles regained status favourite medium superannuated rock star arguably greatest live performer past years [TGT] beyoncé [TGT] made time list luhrmann writing voice moves moves hold audience [TGT] beyoncé [TGT] album [TGT] beyoncé [TGT] sings song [TGT] beyoncé [TGT] anything event broadly influential right heir apparent diva reigning national voice [TGT] beyoncé', ['Word not found in Wordnet. So unable to extract distractors.'], None)"
